0.0 40224
0.1 1824
0.2 336
0.3 0
0.4 177472
0.5 0
0.6 16288
0.7 1278384
0.8 202464
0.9 493568
1.0 13560
1.1 183040
1.2 13336
1.3 98064
1.4 1152
1.5 1056
1.6 0
1.7 23424
1.8 0
1.9 0
2.0 0
2.1 0
2.2 3600
2.3 0
2.4 0
2.5 209472
2.6 774368
2.7 682048
2.8 12592
2.9 91072
3.0 91072
3.1 266496
3.2 0
3.3 0
3.4 0
3.5 0
3.6 0
3.7 0
3.8 23968
3.9 179088
4.0 11936
4.1 35504
4.2 16416
4.3 3456
4.4 1056
4.5 188128
4.6 400448
4.7 197856
4.8 193064
4.9 36896
5.0 5240
5.1 5616
5.2 387408
5.3 282624
5.4 3360
5.5 199472
5.6 187952
5.7 103520
5.8 5856
5.9 281208
6.0 1056
6.1 21040
6.2 186656
6.3 0
6.4 193824
6.5 0
6.6 275440
6.7 92240
6.8 268512
6.9 0
7.0 8336
7.1 178688
7.2 194272
7.3 192992
7.4 95968
7.5 182496
7.6 4512
7.7 28144
7.8 3456
7.9 286528
8.0 273072
8.1 266352
8.2 99360
8.3 92240
8.4 15168
8.5 1056
8.6 0
8.7 0
8.8 0
8.9 0
9.0 0
9.1 199744
9.2 1177568
