0.0 3424
0.1 55680
0.2 1885240
0.3 5592
0.4 0
0.5 0
0.6 0
0.7 0
0.8 201696
0.9 106568
1.0 66816
1.1 8272
1.2 4144
1.3 25032
1.4 35112
1.5 45680
1.6 55680
1.7 2888
1.8 6768
1.9 1200
2.0 0
2.1 0
2.2 5648
2.3 195368
2.4 37776
2.5 0
2.6 0
2.7 0
2.8 912
2.9 63104
3.0 0
3.1 212608
3.2 14728
3.3 199904
3.4 5920
3.5 199440
3.6 5648
3.7 0
3.8 0
3.9 232880
4.0 184464
4.1 44176
4.2 199520
4.3 53768
4.4 89848
4.5 32816
4.6 22272
4.7 12440
4.8 13800
4.9 18632
5.0 9208
5.1 0
5.2 24384
5.3 0
5.4 0
5.5 336
5.6 0
5.7 0
5.8 0
5.9 1016
6.0 0
6.1 0
6.2 0
6.3 0
6.4 176320
6.5 6864
6.6 626272
6.7 788784
6.8 9440
6.9 16928
7.0 190016
7.1 96040
7.2 12080
7.3 19984
7.4 175392
7.5 15912
7.6 8472
7.7 190832
7.8 89912
7.9 2320
8.0 187168
8.1 200056
8.2 178640
8.3 2320
8.4 7592
8.5 112608
8.6 15840
8.7 5912
8.8 111128
8.9 20928
9.0 91112
9.1 0
9.2 179904
9.3 176320
9.4 175264
9.5 272384
9.6 182976
9.7 352848
9.8 4640
9.9 7352
10.0 9400
10.1 100488
10.2 90016
10.3 180032
10.4 8944
10.5 15488
10.6 99744
10.7 108704
10.8 192608
10.9 0
11.0 1968
11.1 392848
11.2 281728
11.3 99152
11.4 19232
11.5 29000
11.6 0
11.7 400768
11.8 18752
11.9 176464
12.0 14112
12.1 32096
12.2 389712
12.3 93368
12.4 189504
12.5 4768
12.6 202560
12.7 185696
12.8 0
12.9 0
13.0 183312
13.1 528
